"@title","English"
"#01485","Image Uploads"
"#01486","Add in-game image uploads."
"#01487","Message Board"
"#01488","Add in-game message board."
"#01489","Diary"
"#01490","Add in-game diary."
"#01491","Avatars"
"#01492","Add user-created avatars."
"#01493","Friend Requests"
"#01494","Users can register others as friends."
"#01495","Daily Fortune"
"#01496","Add fortune-telling service."
"#01497","News"
"#01498","Add news updates."
"#01499","Celeb Blog"
"#01500","Add celeb blog."
"#01501","Emoji"
"#01502","Add original emoji set."
"#01503","Video Service"
"#01504","Add video clip hosting."
"#01505","Weather Forecast"
"#01506","Add weather forecast service."
"#01507","Maps"
"#01508","Add maps support."
"#01509","Gaming Functionality"
"#01510","Add extra gaming functionality."
"#01511","Web Search"
"#01512","Add web search."
"#01513","Cloud Save"
"#01514","Add cloud storage."
"#01515","Translation Service"
"#01516","Add machine translation."
"#01517","VOIP"
"#01518","Add free online voice calls."
"#01519","Name"
"#01520","Gender"
"#01521","Male<br>Female<br>???"
"#01522","All right.\nI guess I can pass for a guy.\nFrom now on I'll live as a man!<br>Teehee...\nLady, huh?\nNo problem, I can be a lady if that's what you want.<br>That's right.\nI don't subscribe to any restrictive gender ideology!"
"#01523","Birthday"
"#01524","I was born on <1>/<2>/<0>."
"#01525","Blood Type"
"#01526","A<br>B<br>AB<br>O<br>No idea"
"#01527","Is that it?\nType A? Better get that garlic ready...<br>Is that it?\nType B? Better get that garlic ready...<br>Is that it?\nType AB? Better get that garlic ready...<br>Is that it?\nType O? Better get that garlic ready...<br>Really?\nI guess if I don't know, how will they, right?"
"#01528","Job"
"#01529","From"
"#01530","Dream"
"#01531","Hobby"
"#01532","Routine"
"#01533","Likes"
"#01534","=#00853"
"#01535","Treasure"
"#01536","=#00542"
"#01537","Relationship"
"#01538","=#00548"
"#01539","Pet"
"#01540","Mentioned in a blog!"
"#01541","Talk of the town!"
"#01542","Popular with game geeks!"
"#01543","Mentioned in a celebrity's blog!"
"#01544","Mentioned on TV!"
"#01545","Mentioned in a pop idol's blog!"
"#01546","Mentioned on the radio!"
"#01547","Mentioned by a pop idol on TV!"
"#01548","Popular in big cities!"
"#01549","Featured on the radio!"
"#01550","Featured on TV!"
"#01551","Featured on a famous TV show!"
"#01552","Radio drama series deal!"
"#01553","Manga adaptation!"
"#01554","Toy franchise!"
"#01555","Game figurines!"
"#01556","TV drama series deal!"
"#01557","Anime adaptation!"
"#01558","Movie adaptation!"
"#01559","Blockbuster movie adaptation!"
"#01560","=#00303"
"#01561","It didn't catch on."
"#01562","A similar product got released."
"#01563","The game's buggy."
"#01564","Critical bugs have been found."
"#01565","Seen as a boring rehash."
"#01566","Didn't appeal to users."
"#01567","Floor A"
"#01568","Floor B"
"#01569","Floor C"
"#01570","Floor D"
"#01571","Floor E"
"#01572","Floor F"
"#01573","Floor G"
"#01574","Floor H"
"#01575","Floor I"
"#01576","Floor J"
"#01577","Floor K"
"#01578","Floor L"
"#01579","Floor M"
"#01580","Floor N"
"#01581","Floor O"
"#01582","Floor P"
"#01583","Floor Q"
"#01584","Floor R"
"#01585","Change Outfit"
"#01586","I changed my outfit. What do you think? Does it suit me?"
"#01587","I changed my outfit. I think it looks good on me."
"#01588","I changed my outfit. I feel more attractive in this outfit!"
"#01589","I changed my outfit. I feel like a new person!"
"#01590","I changed my outfit. Didn't know I could look this good!"
"#01591","I changed my outfit. Teehee!"
"#01592","Eat Noodles"
"#01593","Mmm. I'm full of noodly goodness!"
"#01594","Recovered HP!"
"#01595","I'm full now! Looks like I recovered HP!"
"#01596","Meh... Kind of disappointing."
"#01597","Eat Wakame"
"#01598","Yummy seaweed!"
"#01599","And it seems I even recovered HP!"
"#01600","Luxury Beef Bowl"
"#01601","What a feast! That hit the spot!"
"#01602","Eat Sushi"
"#01603","Oh wow, that was exquisite!"
"#01604","And of course, it restored my HP!"
"#01605","Hot Pot Dinner"
"#01606","Finally some fine, filling food!"
"#01607","I feel energized by that meal! HP recovered!"
"#01608","Play on Swings"
"#01609","That was fun!"
"#01610","That was some real acrobatics!"
"#01611","I surprised myself."
"#01612","I learned something from it, and it was fun!"
"#01613","Play in Sandbox"
"#01614","I made a huge sand castle. It's now a popular landmark."
"#01615","Visit a Candy Store"
"#01616","I had a great time there. The candy is awesome."
"#01617","I couldn't help myself and bought all they had."
"#01618","Visit an Amusement Park"
"#01619","Great fun!"
"#01620","A whole amusement park reserved just for me? That was amazing!"
"#01621","Beat a World Record"
"#01622","I actually did it. Who would've thought!"
"#01623","It was a thrilling experience."
"#01624","Weight Training"
"#01625","I'm much stronger now. Just feel my biceps!"
"#01626","I feel much stronger!"
"#01627","Go for a Walk"
"#01628","I feel refreshed. It was a good idea to go for a walk."
"#01629","Town Marathon"
"#01630","Spectators gave me a bunch of flowers and some juice. How nice!"
"#01631","See Historical Sites"
"#01632","I saw lots of national heritage sites. How educational!"
"#01633","World Trip"
"#01634","Bonjour! I made so many friends abroad!"
"#01635","It's good to see a bit of the world."
"#01636","Read Manga"
"#01637","I really focused on it."
"#01638","I feel like my IQ increased!"
"#01639","You can learn a lot from manga!"
"#01640","Read a Book"
"#01641","I skipped the difficult parts!"
"#01642","Calligraphy"
"#01643","I learned to write in a cool, legible script!"
"#01644","Learn a Language"
"#01645","I'm now fluent in obscure African dialects!"
"#01646","Learning a foreign language made me smarter, don't you think?"
"#01647","Study Management"
"#01648","I tried my best and sort of got a hang of all that MBA stuff."
"#01649","Clear-headed? I am the embodiment of this word."
"#01650","Change CEO's Type"
"#01651","During the Real Meeting the CEO's Type changed."
"#01652","Current Type: Headhunter."
"#01653","Current Type: Rare Item Hunter."
"#01654","Current Type: Idea Hunter."
"#01655","Current Type: Helper Magnet."
"#01656","Current Type: Skill Item Hunter."
"#01657","Current Type: Upgrade Item Hunter."
"#01658","Eat Udon"
"#01659","Those thick udon noodles went down a treat!"
"#01660","Overkill"
"#01661","Game stats are correctly reflected even when Idea HP is 0."
"#01662","Loving Meetings"
"#01663","Get Meeting Points even when loafing in the Dev Room."
"#01664","Motivated"
"#01665","Aura gauge charges faster than normal when receiving damage."
"#01666","Aura Expert"
"#01667","Aura effect better than normal."
"#01668","Financially Savvy"
"#01669","Money treasure chest level +1 for specialty ideas."
"#01670","Item Appraisal"
"#01671","Item treasure chest level +1 for specialty ideas."
"#01672","Social Butterfly"
"#01673","Recruitment level +1 for specialty ideas."
"#01674","Clever Researcher"
"#01675","Idea treasure chest level +1 for specialty ideas."
"#01676","Good Planning"
"#01677","Grade is improved when completing projects in the specialty genre."
"#01678","Employee Training"
"#01679","Own team gets more power up experience points."
"#01680","Mix 'n' Match"
"#01681","Boost to effects when specialty ideas are combined."
"#01682","Quick Dev"
"#01683","Increased development speed."
"#01684","Rocket Fast Dev"
"#01685","Greatly increased development speed."
"#01686","Attentive"
"#01687","Sometimes cuts damage in half for nearby staff."
"#01688","Defender"
"#01689","Sometimes blocks damage to nearby staff."
"#01690","Soothing Personality"
